Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,id
Rod Of The Thriceborn,moderate divination,5,none,"6,500 gp",5 lbs.,"The wielder of this elongated triangular prism can cast up to three spells per day for which the spell's targets must roll three times for their saving throws and take the middle of the three results, as per threefold sight. A lesser rod of the thriceborn can affect spells up to 3rd level, a rod of the thriceborn can affect spells up to 6th level, and a greater rod of the thriceborn can affect spells up to 9th level. A rod of the thriceborn can't be used in conjunction with metamagic rods or the Persistent Spell feat.","Craft Rod, threefold sight","3,250 gp",Rod,Legacy Of The First World,moderate,5,6500,3250,,,7707
"Rod Of The Thriceborn, Greater",moderate divination,5,none,"19,500 gp",5 lbs.,"The wielder of this elongated triangular prism can cast up to three spells per day for which the spell's targets must roll three times for their saving throws and take the middle of the three results, as per threefold sight. A lesser rod of the thriceborn can affect spells up to 3rd level, a rod of the thriceborn can affect spells up to 6th level, and a greater rod of the thriceborn can affect spells up to 9th level. A rod of the thriceborn can't be used in conjunction with metamagic rods or the Persistent Spell feat.","Craft Rod, threefold sight","9,750 gp",Rod,Legacy Of The First World,moderate,5,19500,9750,,,7708
"Murky Metamagic Rod, Lesser",(no school),5,none,"1,500 gp",-,The wielder of this rod can transform mist and fog spells into murky sediment underwater up to three times per day as though using the Murky Spell feat.,"Craft Rod, freedom of movement",750 gp,Rod,Aquatic Adventures,none,0,1500,750,,,7749
Murky Metamagic Rod,(no school),5,none,"5,500 gp",-,The wielder of this rod can transform mist and fog spells into murky sediment underwater up to three times per day as though using the Murky Spell feat.,"Craft Rod, freedom of movement","2,750 gp",Rod,Aquatic Adventures,none,0,5500,2750,,,7750
"Murky Metamagic Rod, Greater",(no school),5,none,"12,250 gp",-,The wielder of this rod can transform mist and fog spells into murky sediment underwater up to three times per day as though using the Murky Spell feat.,"Craft Rod, freedom of movement","6,125 gp",Rod,Aquatic Adventures,none,0,12250,6125,,,7751
"Steam Metamagic Rod, Lesser",strong (no school),17,none,"1,500 gp",1 lb.,The wielder of this rod can cast fire spells effortlessly underwater up to three times per day as though using the Steam Spell feat.,"Craft Rod, freedom of movement",750 gp,Rod,Aquatic Adventures,strong,1,1500,750,,,7753
Steam Metamagic Rod,strong (no school),17,none,"5,500 gp",1 lb.,The wielder of this rod can cast fire spells effortlessly underwater up to three times per day as though using the Steam Spell feat.,"Craft Rod, freedom of movement","2,750 gp",Rod,Aquatic Adventures,strong,1,5500,2750,,,7754
"Steam Metamagic Rod, Greater",strong (no school),17,none,"12,250 gp",1 lb.,The wielder of this rod can cast fire spells effortlessly underwater up to three times per day as though using the Steam Spell feat.,"Craft Rod, freedom of movement","6,125 gp",Rod,Aquatic Adventures,strong,1,12250,6125,,,7755
Crypt Rod,moderate divination,9,none,"8,500 gp",5 lbs.,"This 3-foot-long iron rod has a flanged, conical head and strikes as a +1 light mace. On command when held in hand, the rod points in the direction of the closest grave, tomb, or cairn within 500 feet. If the wielder concentrates on a  specific type or subtype of creature, the rod identifies only gravesites that hold the remains of that type of creature. The rod can search for the remains of a specific individual if the wielder carries an item that the individual owned in life.","Craft Rod, locate object","4,250 gp",Rod,AP 139,moderate,5,8500,4250,,+1 light mace,7895
"Apocalyptic Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,The wielder of this metamagic rod can cast up to three spells per day that blast terrain as though using the Apocalyptic Spell feat.,"Craft Rod, Apocalyptic Spell","1,500 gp",Rod,Planar Adventures,strong,5,3000,1500,,,7942
"Apocalyptic Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,The wielder of this metamagic rod can cast up to three spells per day that blast terrain as though using the Apocalyptic Spell feat.,"Craft Rod, Apocalyptic Spell","12,250 gp",Rod,Planar Adventures,strong,5,24500,12250,,,7943
Apocalyptic Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,The wielder of this metamagic rod can cast up to three spells per day that blast terrain as though using the Apocalyptic Spell feat.,"Craft Rod, Apocalyptic Spell","5,500 gp",Rod,Planar Adventures,strong,5,11000,5500,,,7944
"Authoritative Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,The wielder of this metamagic rod can cast up to three spells per day that constrain the targets as though using the Authoritative Spell feat.,"Craft Rod, Authoritative Spell","1,500 gp",Rod,Planar Adventures,strong,5,3000,1500,,,7945
"Authoritative Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,The wielder of this metamagic rod can cast up to three spells per day that constrain the targets as though using the Authoritative Spell feat.,"Craft Rod, Authoritative Spell","12,250 gp",Rod,Planar Adventures,strong,5,24500,12250,,,7946
Authoritative Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,The wielder of this metamagic rod can cast up to three spells per day that constrain the targets as though using the Authoritative Spell feat.,"Craft Rod, Authoritative Spell","5,500 gp",Rod,Planar Adventures,strong,5,11000,5500,,,7947
"Blissful Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,The wielder of this metamagic rod can cast up to three spells per day that enliven or pacify targets as though using the Blissful Spell feat.,"Craft Rod, Blissful Spell","1,500 gp",Rod,Planar Adventures,strong,5,3000,1500,,,7948
"Blissful Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,The wielder of this metamagic rod can cast up to three spells per day that enliven or pacify targets as though using the Blissful Spell feat.,"Craft Rod, Blissful Spell","12,250 gp",Rod,Planar Adventures,strong,5,24500,12250,,,7949
Blissful Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,The wielder of this metamagic rod can cast up to three spells per day that enliven or pacify targets as though using the Blissful Spell feat.,"Craft Rod, Blissful Spell","5,500 gp",Rod,Planar Adventures,strong,5,11000,5500,,,7950
"Crypt Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,The wielder of this metamagic rod can cast up to three spells per day that condemn the targets as though using the Crypt Spell feat.,"Craft Rod, Crypt Spell","1,500 gp",Rod,Planar Adventures,strong,5,3000,1500,,,7951
"Crypt Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,The wielder of this metamagic rod can cast up to three spells per day that condemn the targets as though using the Crypt Spell feat.,"Craft Rod, Crypt Spell","12,250 gp",Rod,Planar Adventures,strong,5,24500,12250,,,7952
Crypt Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,The wielder of this metamagic rod can cast up to three spells per day that condemn the targets as though using the Crypt Spell feat.,"Craft Rod, Crypt Spell","5,500 gp",Rod,Planar Adventures,strong,5,11000,5500,,,7953
Forked Rod,moderate divination,9,none,"50,000 gp",3 lbs.,"This bifurcated mithral rod resembles an oversized tuning fork. The forked rod acts as a focus for plane shift, but the plane to which it is attuned to can be adjusted as a standard action-a forked rod can be attuned to any plane that a common tuning fork (see page 85) can be attuned to. Once per day, a forked rod can be used to cast plane shift to the plane it is currently attuned to. Three times per day as a standard action, the user can attack a creature or object with a forked rod as if it were a +1 light mace. On a hit, the forked rod deals no damage, but affects the target with dimensional anchor for 9 minutes. As long as a target is affected in this way, the  forked rod is inert and cannot be used to cast plane shift, as a focus for plane shift, or to affect another target with dimensional anchor.","Craft Rod, dimensional anchor, plane shift","25,000 gp",Rod,Planar Adventures,moderate,3,50000,25000,,,7954
Rod Of Vicious Ghosts,strong evocation,13,none,"26,000 gp",1 lb.,"Foreboding runes flow like shadows across the surface of this mithral rod. Up to three times per day while on the Ethereal Plane, the wielder of this short rod can affect creatures on the Material Plane with spells and spell-like abilities with the force descriptor. After using this ability, the wielder glows faintly and can be seen by creatures on the Material Plane and the Ethereal Plane. This glowing effect lasts for 1 minute and is otherwise identical to faerie fire.","Craft Rod, ethereal jaunt","13,000 gp",Rod,Planar Adventures,strong,1,26000,13000,,,7955
"Stygian Metamagic Rod, Lesser",strong (no school),17,none,"9,000 gp",1 lb.,The wielder of this metamagic rod can cast up to three spells per day that suppress memories as though using the Stygian Spell feat.,"Craft Rod, Stygian Spell","4,500 gp",Rod,Planar Adventures,strong,1,9000,4500,,,7956
"Stygian Metamagic Rod, Greater",strong (no school),17,none,"73,000 gp",1 lb.,The wielder of this metamagic rod can cast up to three spells per day that suppress memories as though using the Stygian Spell feat.,"Craft Rod, Stygian Spell","36,500 gp",Rod,Planar Adventures,strong,1,73000,36500,,,7957
Stygian Metamagic Rod,strong (no school),17,none,"32,500 gp",1 lb.,The wielder of this metamagic rod can cast up to three spells per day that suppress memories as though using the Stygian Spell feat.,"Craft Rod, Stygian Spell","16,250 gp",Rod,Planar Adventures,strong,1,32500,16250,,,7958
"Tumultuous Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,The wielder of this metamagic rod can cast up to three spells per day that scatter the targets as though using the Tumultuous Spell feat.,"Craft Rod, Tumultuous Spell","1,500 gp",Rod,Planar Adventures,strong,5,3000,1500,,,7959
"Tumultuous Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,The wielder of this metamagic rod can cast up to three spells per day that scatter the targets as though using the Tumultuous Spell feat.,"Craft Rod, Tumultuous Spell","12,250 gp",Rod,Planar Adventures,strong,5,24500,12250,,,7960
Tumultuous Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,The wielder of this metamagic rod can cast up to three spells per day that scatter the targets as though using the Tumultuous Spell feat.,"Craft Rod, Tumultuous Spell","5,500 gp",Rod,Planar Adventures,strong,5,11000,5500,,,7961
