Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,id
"Pearl of Power, 9th Level Spell",strong transmutation,17,none,"81,000 gp",-,"This seemingly normal pearl of average size and luster is a potent aid to all spellcasters who prepare spells (clerics, druids, rangers, paladins, and wizards). Once per day on command, a pearl of power enables the possessor to recall any one spell that she had prepared and then cast that day. The spell is then prepared again, just as if it had not been cast. The spell must be of a particular level, depending on the pearl. Different pearls exist for recalling one spell per day of each level from 1st through 9th and for the recall of two spells per day (each of a different level, 6th or lower).","Craft Wondrous Item, creator must be able to cast spells of the spell level to be recalled","40,500 gp",Wondrous Item,PFRPG Core,strong,0,81000,40500,,,373
"Pearl of Power, Two Spells",strong transmutation,17,none,"70,000 gp",-,"This seemingly normal pearl of average size and luster is a potent aid to all spellcasters who prepare spells (clerics, druids, rangers, paladins, and wizards). Once per day on command, a pearl of power enables the possessor to recall any one spell that she had prepared and then cast that day. The spell is then prepared again, just as if it had not been cast. The spell must be of a particular level, depending on the pearl. Different pearls exist for recalling one spell per day of each level from 1st through 9th and for the recall of two spells per day (each of a different level, 6th or lower).","Craft Wondrous Item, creator must be able to cast spells of the spell level to be recalled","35,000 gp",Wondrous Item,PFRPG Core,strong,0,70000,35000,,,374
clear spindle ioun stone,strong varied,12,none,"4,000 gp",-,"These crystalline stones always float in the air and must be within 3 feet of their owner to be of any use. When a character first acquires a stone, she must hold it and then release it, whereupon it takes up a circling orbit 1d3 feet from her head. Thereafter, a stone must be grasped or netted to separate it from its owner. The owner may voluntarily seize and stow a stone (to keep it safe while she is sleeping, for example), but she loses the benefits of the stone during that time. Ioun stones have AC 24, 10 hit points, and hardness 5. Sustains creature without food or water.","Craft Wondrous Item, creator must be 12th level","2,000 gp",Wondrous Item,PFRPG Core,strong,0,4000,2000,,,424
dusty rose prism ioun stone,strong varied,12,none,"5,000 gp",-,"These crystalline stones always float in the air and must be within 3 feet of their owner to be of any use. When a character first acquires a stone, she must hold it and then release it, whereupon it takes up a circling orbit 1d3 feet from her head. Thereafter, a stone must be grasped or netted to separate it from its owner. The owner may voluntarily seize and stow a stone (to keep it safe while she is sleeping, for example), but she loses the benefits of the stone during that time. Ioun stones have AC 24, 10 hit points, and hardness 5. +1 insight bonus to AC.","Craft Wondrous Item, creator must be 12th level","2,500 gp",Wondrous Item,PFRPG Core,strong,0,5000,2500,,,425
deep red sphere ioun stone,strong varied,12,none,"8,000 gp",-,"These crystalline stones always float in the air and must be within 3 feet of their owner to be of any use. When a character first acquires a stone, she must hold it and then release it, whereupon it takes up a circling orbit 1d3 feet from her head. Thereafter, a stone must be grasped or netted to separate it from its owner. The owner may voluntarily seize and stow a stone (to keep it safe while she is sleeping, for example), but she loses the benefits of the stone during that time. Ioun stones have AC 24, 10 hit points, and hardness 5. +2 enchantment bonus to Dexterity.","Craft Wondrous Item, creator must be 12th level","4,000 gp",Wondrous Item,PFRPG Core,strong,0,8000,4000,,,426
incandescent blue sphere ioun stone,strong varied,12,none,"8,000 gp",-,"These crystalline stones always float in the air and must be within 3 feet of their owner to be of any use. When a character first acquires a stone, she must hold it and then release it, whereupon it takes up a circling orbit 1d3 feet from her head. Thereafter, a stone must be grasped or netted to separate it from its owner. The owner may voluntarily seize and stow a stone (to keep it safe while she is sleeping, for example), but she loses the benefits of the stone during that time. Ioun stones have AC 24, 10 hit points, and hardness 5. +2 enchantment bonus to Wisdom.","Craft Wondrous Item, creator must be 12th level","4,000 gp",Wondrous Item,PFRPG Core,strong,0,8000,4000,,,427
pale blue rhomboid ioun stone,strong varied,12,none,"8,000 gp",-,"These crystalline stones always float in the air and must be within 3 feet of their owner to be of any use. When a character first acquires a stone, she must hold it and then release it, whereupon it takes up a circling orbit 1d3 feet from her head. Thereafter, a stone must be grasped or netted to separate it from its owner. The owner may voluntarily seize and stow a stone (to keep it safe while she is sleeping, for example), but she loses the benefits of the stone during that time. Ioun stones have AC 24, 10 hit points, and hardness 5. +2 enchantment bonus to Strength.","Craft Wondrous Item, creator must be 12th level","4,000 gp",Wondrous Item,PFRPG Core,strong,0,8000,4000,,,428
pink rhomboid ioun stone,strong varied,12,none,"8,000 gp",-,"These crystalline stones always float in the air and must be within 3 feet of their owner to be of any use. When a character first acquires a stone, she must hold it and then release it, whereupon it takes up a circling orbit 1d3 feet from her head. Thereafter, a stone must be grasped or netted to separate it from its owner. The owner may voluntarily seize and stow a stone (to keep it safe while she is sleeping, for example), but she loses the benefits of the stone during that time. Ioun stones have AC 24, 10 hit points, and hardness 5. +2 enchantment bonus to Constitution.","Craft Wondrous Item, creator must be 12th level","4,000 gp",Wondrous Item,PFRPG Core,strong,0,8000,4000,,,429
pink and green sphere ioun stone,strong varied,12,none,"8,000 gp",-,"These crystalline stones always float in the air and must be within 3 feet of their owner to be of any use. When a character first acquires a stone, she must hold it and then release it, whereupon it takes up a circling orbit 1d3 feet from her head. Thereafter, a stone must be grasped or netted to separate it from its owner. The owner may voluntarily seize and stow a stone (to keep it safe while she is sleeping, for example), but she loses the benefits of the stone during that time. Ioun stones have AC 24, 10 hit points, and hardness 5. +2 enchantment bonus to Charisma.","Craft Wondrous Item, creator must be 12th level","4,000 gp",Wondrous Item,PFRPG Core,strong,0,8000,4000,,,430
scarlet and blue sphere ioun stone,strong varied,12,none,"8,000 gp",-,"These crystalline stones always float in the air and must be within 3 feet of their owner to be of any use. When a character first acquires a stone, she must hold it and then release it, whereupon it takes up a circling orbit 1d3 feet from her head. Thereafter, a stone must be grasped or netted to separate it from its owner. The owner may voluntarily seize and stow a stone (to keep it safe while she is sleeping, for example), but she loses the benefits of the stone during that time. Ioun stones have AC 24, 10 hit points, and hardness 5. +2 enchantment bonus to Intelligence.","Craft Wondrous Item, creator must be 12th level","4,000 gp",Wondrous Item,PFRPG Core,strong,0,8000,4000,,,431
dark blue rhomboid ioun stone,strong varied,12,none,"10,000 gp",-,"These crystalline stones always float in the air and must be within 3 feet of their owner to be of any use. When a character first acquires a stone, she must hold it and then release it, whereupon it takes up a circling orbit 1d3 feet from her head. Thereafter, a stone must be grasped or netted to separate it from its owner. The owner may voluntarily seize and stow a stone (to keep it safe while she is sleeping, for example), but she loses the benefits of the stone during that time. Ioun stones have AC 24, 10 hit points, and hardness 5. Alertness (as the feat).","Craft Wondrous Item, creator must be 12th level","5,000 gp",Wondrous Item,PFRPG Core,strong,0,10000,5000,,,432
